Capacity,Occupancy,LastUpdated
720,321,2021-11-20 13:27:23
720,329,2021-11-20 14:01:22
720,336,2021-11-20 14:27:22
720,334,2021-11-20 15:01:23
720,319,2021-11-20 15:27:24
720,298,2021-11-20 16:01:22
720,266,2021-11-20 16:31:21
720,364,2021-11-21 08:04:26
720,426,2021-11-21 08:31:30
720,508,2021-11-21 09:04:26
720,581,2021-11-21 09:31:26
720,649,2021-11-21 10:04:29
720,686,2021-11-21 10:31:26
720,691,2021-11-21 11:04:29
720,692,2021-11-21 11:30:28
720,697,2021-11-21 11:57:30
720,700,2021-11-21 12:31:29
720,697,2021-11-21 12:57:27
720,704,2021-11-21 13:31:30
720,704,2021-11-21 13:57:29
720,691,2021-11-21 14:31:30
720,676,2021-11-21 14:57:31
720,643,2021-11-21 15:31:28
720,597,2021-11-21 15:57:30
720,497,2021-11-21 16:31:30
720,338,2021-11-22 07:57:33
720,434,2021-11-22 08:31:33
720,514,2021-11-22 09:04:34
720,575,2021-11-22 09:31:35
720,650,2021-11-22 10:04:34
720,677,2021-11-22 10:31:37
720,697,2021-11-22 11:04:34
720,702,2021-11-22 11:31:35
720,698,2021-11-22 12:04:36
720,702,2021-11-22 12:31:37
720,694,2021-11-22 12:57:35
720,691,2021-11-22 13:31:38
720,691,2021-11-22 13:57:38
720,681,2021-11-22 14:31:37
720,669,2021-11-22 14:57:38
720,628,2021-11-22 15:31:37
720,589,2021-11-22 15:57:37
720,505,2021-11-22 16:30:38
720,379,2021-11-23 08:04:40
720,443,2021-11-23 08:30:41
720,507,2021-11-23 08:57:42
720,595,2021-11-23 09:31:23
720,687,2021-11-23 10:04:40
720,712,2021-11-23 10:31:36
720,716,2021-11-23 11:04:42
720,701,2021-11-23 11:31:44
720,702,2021-11-23 11:57:41
720,710,2021-11-23 12:31:44
720,707,2021-11-23 13:04:45
720,691,2021-11-23 13:31:41
720,679,2021-11-23 13:57:41
720,662,2021-11-23 14:30:43
720,639,2021-11-23 15:04:43
720,608,2021-11-23 15:31:42
720,546,2021-11-23 16:04:46
720,464,2021-11-23 16:30:42
720,348,2021-11-24 08:00:47
720,427,2021-11-24 08:27:47
720,504,2021-11-24 09:00:48
720,578,2021-11-24 09:34:49
720,620,2021-11-24 10:01:47
720,642,2021-11-24 10:27:47
720,659,2021-11-24 11:00:49
720,667,2021-11-24 11:27:51
720,679,2021-11-24 12:00:50
720,684,2021-11-24 12:30:48
720,695,2021-11-24 13:04:50
720,700,2021-11-24 13:30:51
720,691,2021-11-24 13:57:51
720,674,2021-11-24 14:30:52
720,656,2021-11-24 14:57:51
720,617,2021-11-24 15:31:49
720,565,2021-11-24 15:57:49
720,496,2021-11-24 16:31:53
720,335,2021-11-25 08:00:57
720,335,2021-11-25 08:00:57
720,489,2021-11-25 09:00:56
720,536,2021-11-25 09:27:55
720,581,2021-11-25 10:00:56
720,601,2021-11-25 10:27:56
720,611,2021-11-25 11:00:55
720,610,2021-11-25 11:27:55
720,618,2021-11-25 12:00:56
720,633,2021-11-25 12:34:55
720,632,2021-11-25 13:00:58
720,631,2021-11-25 13:27:56
720,627,2021-11-25 14:00:58
720,611,2021-11-25 14:34:59
720,589,2021-11-25 15:00:56
720,570,2021-11-25 15:27:59
720,514,2021-11-25 16:00:59
720,440,2021-11-25 16:27:58
720,171,2021-11-26 08:01:01
720,178,2021-11-26 08:28:01
720,234,2021-11-26 09:01:01
720,296,2021-11-26 09:35:02
720,331,2021-11-26 10:01:04
720,375,2021-11-26 10:35:03
720,405,2021-11-26 11:01:03
720,444,2021-11-26 11:28:02
720,490,2021-11-26 12:01:04
720,534,2021-11-26 12:28:02
720,574,2021-11-26 13:01:03
720,586,2021-11-26 13:28:04
720,629,2021-11-26 14:01:02
720,650,2021-11-26 14:41:04
720,638,2021-11-26 15:01:02
720,636,2021-11-26 15:28:04
720,603,2021-11-26 16:01:04
720,531,2021-11-26 16:28:05
720,172,2021-11-27 08:02:24
720,172,2021-11-27 08:32:19
720,180,2021-11-27 09:02:19
720,182,2021-11-27 09:25:23
720,200,2021-11-27 10:01:19
720,218,2021-11-27 10:32:24
720,253,2021-11-27 10:58:21
720,288,2021-11-27 11:22:24
720,342,2021-11-27 11:58:23
720,392,2021-11-27 12:32:25
720,415,2021-11-27 13:02:21
720,431,2021-11-27 13:32:24
720,454,2021-11-27 14:02:23
720,471,2021-11-27 14:22:20
720,449,2021-11-27 15:01:22
720,404,2021-11-27 15:32:23
720,368,2021-11-27 15:55:22
720,301,2021-11-27 16:32:24
720,328,2021-11-28 07:55:24
720,328,2021-11-28 07:55:24
720,328,2021-11-28 07:55:24
720,328,2021-11-28 07:55:24
720,432,2021-11-28 08:32:24
720,494,2021-11-28 08:55:25
720,535,2021-11-28 09:12:28
720,636,2021-11-28 09:52:29
720,681,2021-11-28 10:32:29
720,687,2021-11-28 10:55:28
720,715,2021-11-28 11:32:28
720,717,2021-11-28 11:52:26
720,714,2021-11-28 13:02:26
720,717,2021-11-28 14:25:31
720,701,2021-11-28 14:42:29
720,643,2021-11-28 15:35:31
720,617,2021-11-28 15:52:30
720,512,2021-11-28 16:28:27
720,333,2021-11-29 07:55:29
720,416,2021-11-29 08:28:33
720,514,2021-11-29 09:02:35
720,578,2021-11-29 09:28:32
720,644,2021-11-29 10:01:30
720,687,2021-11-29 10:28:34
720,710,2021-11-29 11:01:36
720,715,2021-11-29 11:28:34
720,720,2021-11-29 11:55:30
720,720,2021-11-29 12:22:35
720,717,2021-11-29 13:02:35
720,715,2021-11-29 13:28:30
720,716,2021-11-29 14:01:32
720,698,2021-11-29 14:28:36
720,675,2021-11-29 14:55:34
720,630,2021-11-29 15:28:35
720,582,2021-11-29 16:02:35
720,517,2021-11-29 16:28:34
720,345,2021-11-30 08:02:35
720,410,2021-11-30 08:28:35
720,492,2021-11-30 09:01:35
720,546,2021-11-30 09:28:40
720,618,2021-11-30 10:01:40
720,641,2021-11-30 10:28:38
720,664,2021-11-30 10:55:36
720,672,2021-11-30 11:28:40
720,674,2021-11-30 11:55:41
720,684,2021-11-30 12:28:37
720,681,2021-11-30 13:01:39
720,676,2021-11-30 13:28:41
720,685,2021-11-30 14:01:36
720,666,2021-11-30 14:28:40
720,652,2021-11-30 15:01:39
720,633,2021-11-30 15:28:40
720,577,2021-11-30 16:01:39
720,497,2021-11-30 16:28:40
720,381,2021-12-01 08:05:40
720,425,2021-12-01 08:25:46
720,515,2021-12-01 08:58:41
720,579,2021-12-01 09:25:44
720,641,2021-12-01 09:58:41
720,663,2021-12-01 10:25:43
720,681,2021-12-01 10:58:45
720,682,2021-12-01 11:32:41
720,686,2021-12-01 11:58:45
720,695,2021-12-01 12:25:45
720,703,2021-12-01 12:58:47
720,701,2021-12-01 13:25:45
720,692,2021-12-01 13:58:48
720,681,2021-12-01 14:25:46
720,670,2021-12-01 14:58:46
720,638,2021-12-01 15:25:42
720,588,2021-12-01 15:58:47
720,519,2021-12-01 16:25:44
720,329,2021-12-02 07:55:49
720,425,2021-12-02 08:28:48
720,506,2021-12-02 09:01:49
720,548,2021-12-02 09:28:50
720,602,2021-12-02 10:02:52
720,619,2021-12-02 10:28:53
720,636,2021-12-02 11:01:53
720,631,2021-12-02 11:28:49
720,644,2021-12-02 12:01:51
720,634,2021-12-02 12:28:52
720,632,2021-12-02 12:58:51
720,626,2021-12-02 13:25:52
720,615,2021-12-02 13:58:53
720,599,2021-12-02 14:25:50
720,583,2021-12-02 14:58:50
720,537,2021-12-02 15:31:52
720,485,2021-12-02 15:58:52
720,423,2021-12-02 16:32:54
720,360,2021-12-06 07:56:10
720,360,2021-12-06 07:56:10
720,360,2021-12-06 07:56:10
720,360,2021-12-06 07:56:10
720,442,2021-12-06 08:29:11
720,511,2021-12-06 08:56:10
720,575,2021-12-06 09:29:14
720,592,2021-12-06 09:36:11
720,700,2021-12-06 11:02:16
720,710,2021-12-06 11:29:14
720,717,2021-12-06 12:56:16
720,696,2021-12-06 13:29:16
720,711,2021-12-06 14:02:16
720,695,2021-12-06 14:29:14
720,677,2021-12-06 15:02:17
720,652,2021-12-06 15:29:17
720,598,2021-12-06 16:02:16
720,543,2021-12-06 16:29:16
720,383,2021-12-07 07:59:16
720,441,2021-12-07 08:26:20
720,502,2021-12-07 08:52:21
720,558,2021-12-07 09:26:22
720,618,2021-12-07 09:59:20
720,655,2021-12-07 10:26:21
720,688,2021-12-07 10:59:20
720,687,2021-12-07 11:19:22
720,693,2021-12-07 11:59:20
720,707,2021-12-07 12:26:21
720,688,2021-12-07 12:59:22
720,693,2021-12-07 13:26:23
720,688,2021-12-07 13:59:22
720,678,2021-12-07 14:26:23
720,657,2021-12-07 14:59:22
720,627,2021-12-07 15:32:22
720,580,2021-12-07 15:59:23
720,474,2021-12-07 16:32:23
720,368,2021-12-08 07:59:25
720,437,2021-12-08 08:26:27
720,512,2021-12-08 08:59:24
720,551,2021-12-08 09:26:27
720,611,2021-12-08 09:59:28
720,661,2021-12-08 10:32:22
720,685,2021-12-08 10:59:25
720,689,2021-12-08 11:32:28
720,694,2021-12-08 11:59:28
720,698,2021-12-08 12:25:24
720,689,2021-12-08 12:59:24
720,691,2021-12-08 13:25:28
720,693,2021-12-08 13:59:28
720,700,2021-12-08 14:26:29
720,686,2021-12-08 14:59:29
720,651,2021-12-08 15:26:23
720,600,2021-12-08 15:59:27
720,516,2021-12-08 16:32:27
720,377,2021-12-09 08:02:30
720,439,2021-12-09 08:29:28
720,496,2021-12-09 08:55:33
720,560,2021-12-09 09:29:31
720,592,2021-12-09 09:55:30
720,611,2021-12-09 10:29:29
720,617,2021-12-09 10:56:33
720,627,2021-12-09 11:29:33
720,628,2021-12-09 11:56:32
720,632,2021-12-09 12:29:31
720,632,2021-12-09 13:02:32
720,623,2021-12-09 13:29:31
720,624,2021-12-09 14:02:34
720,603,2021-12-09 14:29:33
720,587,2021-12-09 14:56:31
720,554,2021-12-09 15:29:34
720,504,2021-12-09 16:02:32
720,448,2021-12-09 16:29:30
720,187,2021-12-10 07:59:34
720,197,2021-12-10 08:25:39
720,222,2021-12-10 09:02:35
720,246,2021-12-10 09:29:38
720,270,2021-12-10 09:49:39
720,316,2021-12-10 10:29:38
720,347,2021-12-10 11:02:39
720,382,2021-12-10 11:29:39
720,417,2021-12-10 12:02:38
720,460,2021-12-10 12:29:40
720,465,2021-12-10 12:55:40
720,492,2021-12-10 13:29:39
720,497,2021-12-10 13:56:35
720,507,2021-12-10 14:22:38
720,493,2021-12-10 14:59:36
720,489,2021-12-10 15:25:39
720,456,2021-12-10 15:59:39
720,419,2021-12-10 16:25:40
720,170,2021-12-11 08:02:39
720,169,2021-12-11 08:19:39
720,175,2021-12-11 08:59:45
720,177,2021-12-11 09:26:44
720,199,2021-12-11 09:59:44
720,219,2021-12-11 10:25:42
720,269,2021-12-11 10:59:45
720,309,2021-12-11 11:26:10
720,357,2021-12-11 11:59:45
720,404,2021-12-11 12:32:41
720,434,2021-12-11 13:05:46
720,453,2021-12-11 13:26:45
720,457,2021-12-11 13:59:44
720,464,2021-12-11 14:32:44
720,445,2021-12-11 14:59:43
720,425,2021-12-11 15:25:45
720,372,2021-12-11 15:59:46
720,325,2021-12-11 16:25:46
720,330,2021-12-12 08:02:45
720,401,2021-12-12 08:29:50
720,490,2021-12-12 09:02:45
720,550,2021-12-12 09:29:48
720,615,2021-12-12 10:02:49
720,639,2021-12-12 10:29:50
720,660,2021-12-12 11:02:50
720,672,2021-12-12 11:29:51
720,672,2021-12-12 11:55:49
720,692,2021-12-12 12:29:50
720,688,2021-12-12 12:56:46
720,676,2021-12-12 13:29:50
720,673,2021-12-12 14:02:50
720,664,2021-12-12 14:29:49
720,640,2021-12-12 14:55:51
720,610,2021-12-12 15:29:47
720,566,2021-12-12 15:56:51
720,489,2021-12-12 16:29:51
720,329,2021-12-13 08:02:51
720,413,2021-12-13 08:29:53
720,485,2021-12-13 09:02:55
720,535,2021-12-13 09:29:54
720,586,2021-12-13 09:55:56
720,624,2021-12-13 10:29:54
720,641,2021-12-13 11:02:54
720,654,2021-12-13 11:29:55
720,664,2021-12-13 12:02:55
720,656,2021-12-13 12:29:55
720,665,2021-12-13 13:02:55
720,663,2021-12-13 13:29:56
720,659,2021-12-13 14:29:57
720,644,2021-12-13 14:56:52
720,619,2021-12-13 15:28:52
720,557,2021-12-13 16:02:56
720,508,2021-12-13 16:29:56
720,384,2021-12-14 08:03:01
720,468,2021-12-14 08:43:00
720,519,2021-12-14 09:03:01
720,560,2021-12-14 09:29:57
720,616,2021-12-14 10:02:59
720,648,2021-12-14 10:30:01
720,660,2021-12-14 11:30:01
720,660,2021-12-14 12:02:58
720,654,2021-12-14 12:30:00
720,648,2021-12-14 13:03:02
720,646,2021-12-14 13:29:57
720,636,2021-12-14 14:03:00
720,627,2021-12-14 14:30:01
720,626,2021-12-14 14:56:03
720,603,2021-12-14 15:30:00
720,569,2021-12-14 15:56:02
720,480,2021-12-14 16:30:00
720,325,2021-12-15 07:49:01
720,423,2021-12-15 08:30:06
720,481,2021-12-15 08:56:02
720,616,2021-12-15 10:30:07
720,634,2021-12-15 11:03:05
720,639,2021-12-15 11:09:07
720,665,2021-12-15 12:00:02
720,669,2021-12-15 12:20:08
720,664,2021-12-15 13:00:07
720,665,2021-12-15 13:26:08
720,661,2021-12-15 14:00:06
720,640,2021-12-15 14:26:06
720,635,2021-12-15 14:39:07
720,617,2021-12-15 15:26:03
720,564,2021-12-15 16:03:03
720,503,2021-12-15 16:30:07
720,343,2021-12-16 07:59:09
720,417,2021-12-16 08:30:12
720,479,2021-12-16 09:03:07
720,513,2021-12-16 09:30:12
720,538,2021-12-16 10:03:09
720,560,2021-12-16 10:29:08
720,574,2021-12-16 11:03:08
720,572,2021-12-16 11:30:10
720,581,2021-12-16 11:56:10
720,589,2021-12-16 12:30:11
720,584,2021-12-16 12:56:12
720,575,2021-12-16 13:30:12
720,569,2021-12-16 13:56:11
720,551,2021-12-16 14:23:13
720,524,2021-12-16 14:56:11
720,488,2021-12-16 15:30:10
720,451,2021-12-16 16:03:11
720,394,2021-12-16 16:30:12
720,201,2021-12-17 07:59:15
720,209,2021-12-17 08:19:15
720,232,2021-12-17 09:00:13
720,258,2021-12-17 09:26:17
720,272,2021-12-17 09:59:17
720,308,2021-12-17 10:33:17
720,325,2021-12-17 11:00:17
720,358,2021-12-17 11:33:16
720,379,2021-12-17 12:00:17
720,409,2021-12-17 12:26:17
720,453,2021-12-17 13:00:18
720,465,2021-12-17 13:27:17
720,471,2021-12-17 14:00:17
720,479,2021-12-17 14:30:19
720,474,2021-12-17 15:03:18
720,466,2021-12-17 15:30:19
720,444,2021-12-17 15:57:15
720,399,2021-12-17 16:30:16
720,185,2021-12-18 08:03:24
720,184,2021-12-18 08:30:20
720,187,2021-12-18 08:56:20
720,186,2021-12-18 09:30:21
720,196,2021-12-18 09:56:24
720,222,2021-12-18 10:30:23
720,243,2021-12-18 11:03:25
720,267,2021-12-18 11:30:22
720,312,2021-12-18 12:03:23
720,346,2021-12-18 12:30:25
720,363,2021-12-18 12:56:26
720,394,2021-12-18 13:30:26
720,409,2021-12-18 14:03:26
720,403,2021-12-18 14:30:27
720,382,2021-12-18 14:56:25
720,362,2021-12-18 15:30:24
720,324,2021-12-18 16:03:27
720,297,2021-12-18 16:30:25
720,383,2021-12-19 08:03:29
720,442,2021-12-19 08:30:28
720,498,2021-12-19 09:03:33
720,531,2021-12-19 09:30:30
720,551,2021-12-19 09:56:32
720,570,2021-12-19 10:30:33
720,586,2021-12-19 11:03:31
720,585,2021-12-19 11:30:30
720,592,2021-12-19 12:03:32
720,615,2021-12-19 12:30:32
720,633,2021-12-19 13:03:30
720,628,2021-12-19 13:30:35
720,631,2021-12-19 14:03:31
720,625,2021-12-19 14:30:33
720,612,2021-12-19 15:03:34
720,583,2021-12-19 15:29:33
720,527,2021-12-19 16:03:35
720,462,2021-12-19 16:30:35
