Capacity,Occupancy,LastUpdated
1200,219,2021-11-18 08:01:05
1200,288,2021-11-18 08:27:05
1200,508,2021-11-18 09:27:07
1200,611,2021-11-18 10:01:06
1200,667,2021-11-18 10:27:05
1200,699,2021-11-18 11:01:06
1200,714,2021-11-18 11:34:08
1200,722,2021-11-18 12:01:06
1200,718,2021-11-18 12:27:09
1200,722,2021-11-18 13:01:10
1200,743,2021-11-18 13:34:10
1200,757,2021-11-18 14:01:10
1200,739,2021-11-18 14:28:08
1200,701,2021-11-18 15:01:07
1200,672,2021-11-18 15:28:08
1200,627,2021-11-18 16:01:10
1200,581,2021-11-18 16:28:10
1200,113,2021-11-19 07:51:12
1200,127,2021-11-19 08:31:12
1200,167,2021-11-19 08:57:12
1200,218,2021-11-19 09:31:13
1200,266,2021-11-19 10:04:14
1200,309,2021-11-19 10:31:15
1200,338,2021-11-19 10:58:15
1200,374,2021-11-19 11:31:15
1200,412,2021-11-19 12:04:16
1200,461,2021-11-19 12:31:16
1200,522,2021-11-19 13:04:16
1200,547,2021-11-19 13:31:17
1200,576,2021-11-19 14:04:17
1200,595,2021-11-19 14:31:17
1200,613,2021-11-19 15:04:16
1200,612,2021-11-19 15:31:17
1200,591,2021-11-19 16:04:17
1200,552,2021-11-19 16:31:15
1200,98,2021-11-20 08:01:19
1200,97,2021-11-20 08:14:19
1200,105,2021-11-20 09:01:19
1200,129,2021-11-20 09:27:19
1200,151,2021-11-20 10:01:20
1200,163,2021-11-20 10:27:22
1200,183,2021-11-20 11:01:22
1200,225,2021-11-20 11:27:22
1200,265,2021-11-20 12:01:20
1200,309,2021-11-20 12:34:23
1200,345,2021-11-20 13:07:23
1200,352,2021-11-20 13:27:23
1200,388,2021-11-20 14:01:22
1200,438,2021-11-20 14:27:22
1200,424,2021-11-20 15:01:23
1200,398,2021-11-20 15:27:24
1200,356,2021-11-20 16:01:22
1200,295,2021-11-20 16:31:21
1200,240,2021-11-21 08:04:26
1200,310,2021-11-21 08:31:30
1200,440,2021-11-21 09:04:26
1200,540,2021-11-21 09:31:26
1200,649,2021-11-21 10:04:29
1200,711,2021-11-21 10:31:26
1200,754,2021-11-21 11:04:29
1200,767,2021-11-21 11:30:28
1200,781,2021-11-21 11:57:30
1200,793,2021-11-21 12:31:29
1200,775,2021-11-21 12:57:27
1200,761,2021-11-21 13:31:30
1200,748,2021-11-21 14:04:30
1200,735,2021-11-21 14:31:30
1200,701,2021-11-21 14:57:31
1200,669,2021-11-21 15:31:28
1200,625,2021-11-21 15:57:30
1200,527,2021-11-21 16:31:30
1200,219,2021-11-22 07:57:33
1200,328,2021-11-22 08:31:33
1200,457,2021-11-22 09:04:34
1200,586,2021-11-22 09:31:35
1200,697,2021-11-22 10:04:34
1200,749,2021-11-22 10:31:37
1200,787,2021-11-22 11:04:34
1200,795,2021-11-22 11:31:35
1200,804,2021-11-22 12:04:36
1200,813,2021-11-22 12:31:37
1200,823,2021-11-22 12:57:35
1200,806,2021-11-22 13:31:38
1200,805,2021-11-22 13:57:38
1200,794,2021-11-22 14:31:37
1200,772,2021-11-22 14:57:38
1200,731,2021-11-22 15:31:37
1200,704,2021-11-22 15:57:37
1200,607,2021-11-22 16:30:38
1200,273,2021-11-23 08:04:40
1200,339,2021-11-23 08:30:41
1200,469,2021-11-23 08:57:42
1200,588,2021-11-23 09:31:23
1200,716,2021-11-23 10:04:40
1200,770,2021-11-23 10:31:36
1200,802,2021-11-23 11:04:42
1200,815,2021-11-23 11:31:44
1200,834,2021-11-23 11:57:41
1200,832,2021-11-23 12:31:44
1200,850,2021-11-23 13:04:45
1200,847,2021-11-23 13:31:41
1200,842,2021-11-23 13:57:41
1200,826,2021-11-23 14:30:43
1200,794,2021-11-23 15:04:43
1200,772,2021-11-23 15:31:42
1200,704,2021-11-23 16:04:46
1200,619,2021-11-23 16:30:42
1200,243,2021-11-24 08:00:47
1200,329,2021-11-24 08:27:47
1200,469,2021-11-24 09:00:48
1200,621,2021-11-24 09:34:49
1200,704,2021-11-24 10:01:47
1200,755,2021-11-24 10:27:47
1200,798,2021-11-24 11:00:49
1200,811,2021-11-24 11:27:51
1200,827,2021-11-24 12:00:50
1200,813,2021-11-24 12:30:48
1200,801,2021-11-24 13:04:50
1200,785,2021-11-24 13:30:51
1200,794,2021-11-24 13:57:51
1200,785,2021-11-24 14:30:52
1200,752,2021-11-24 14:57:51
1200,707,2021-11-24 15:31:49
1200,681,2021-11-24 15:57:49
1200,579,2021-11-24 16:31:53
1200,259,2021-11-25 08:00:57
1200,259,2021-11-25 08:00:57
1200,474,2021-11-25 09:00:56
1200,596,2021-11-25 09:27:55
1200,735,2021-11-25 10:00:56
1200,821,2021-11-25 10:27:56
1200,851,2021-11-25 11:00:55
1200,908,2021-11-25 11:27:55
1200,941,2021-11-25 12:00:56
1200,954,2021-11-25 12:34:55
1200,876,2021-11-25 13:00:58
1200,864,2021-11-25 13:27:56
1200,854,2021-11-25 14:00:58
1200,822,2021-11-25 14:34:59
1200,759,2021-11-25 15:00:56
1200,708,2021-11-25 15:27:59
1200,647,2021-11-25 16:00:59
1200,583,2021-11-25 16:27:58
1200,156,2021-11-26 08:01:01
1200,167,2021-11-26 08:28:01
1200,219,2021-11-26 09:01:01
1200,261,2021-11-26 09:35:02
1200,305,2021-11-26 10:01:04
1200,355,2021-11-26 10:35:03
1200,396,2021-11-26 11:01:03
1200,433,2021-11-26 11:28:02
1200,532,2021-11-26 12:01:04
1200,621,2021-11-26 12:28:02
1200,702,2021-11-26 13:01:03
1200,759,2021-11-26 13:28:04
1200,797,2021-11-26 14:01:02
1200,839,2021-11-26 14:41:04
1200,852,2021-11-26 15:01:02
1200,870,2021-11-26 15:28:04
1200,824,2021-11-26 16:01:04
1200,814,2021-11-26 16:28:05
1200,137,2021-11-27 08:02:24
1200,146,2021-11-27 08:32:19
1200,145,2021-11-27 08:52:22
1200,158,2021-11-27 09:22:23
1200,190,2021-11-27 10:01:19
1200,210,2021-11-27 10:22:24
1200,237,2021-11-27 10:58:21
1200,337,2021-11-27 11:31:20
1200,401,2021-11-27 11:58:23
1200,484,2021-11-27 12:32:25
1200,591,2021-11-27 13:08:25
1200,617,2021-11-27 13:32:24
1200,661,2021-11-27 14:02:23
1200,694,2021-11-27 14:31:20
1200,682,2021-11-27 15:01:22
1200,653,2021-11-27 15:32:23
1200,584,2021-11-27 16:01:23
1200,487,2021-11-27 16:32:24
1200,269,2021-11-28 07:55:24
1200,379,2021-11-28 08:32:24
1200,457,2021-11-28 08:55:25
1200,552,2021-11-28 09:22:29
1200,640,2021-11-28 09:42:26
1200,749,2021-11-28 10:22:24
1200,779,2021-11-28 10:42:28
1200,853,2021-11-28 11:32:28
1200,874,2021-11-28 11:52:26
1200,891,2021-11-28 12:15:30
1200,892,2021-11-28 12:45:30
1200,904,2021-11-28 13:22:25
1200,920,2021-11-28 14:02:29
1200,902,2021-11-28 14:32:29
1200,860,2021-11-28 15:02:29
1200,843,2021-11-28 15:15:31
1200,759,2021-11-28 16:02:30
1200,664,2021-11-28 16:28:27
1200,264,2021-11-29 07:55:29
1200,357,2021-11-29 08:28:33
1200,430,2021-11-29 09:02:35
1200,559,2021-11-29 09:28:32
1200,668,2021-11-29 10:01:30
1200,752,2021-11-29 10:28:34
1200,824,2021-11-29 11:01:36
1200,847,2021-11-29 11:28:34
1200,875,2021-11-29 11:55:30
1200,891,2021-11-29 12:28:36
1200,898,2021-11-29 13:02:35
1200,892,2021-11-29 13:28:30
1200,887,2021-11-29 14:01:32
1200,854,2021-11-29 14:28:36
1200,819,2021-11-29 14:55:34
1200,776,2021-11-29 15:28:35
1200,703,2021-11-29 16:02:35
1200,616,2021-11-29 16:28:34
1200,262,2021-11-30 08:02:35
1200,355,2021-11-30 08:28:35
1200,480,2021-11-30 09:01:35
1200,587,2021-11-30 09:28:40
1200,699,2021-11-30 10:01:40
1200,781,2021-11-30 10:28:38
1200,838,2021-11-30 10:55:36
1200,860,2021-11-30 11:28:40
1200,888,2021-11-30 12:01:36
1200,888,2021-11-30 12:28:37
1200,894,2021-11-30 13:01:39
1200,896,2021-11-30 13:28:41
1200,885,2021-11-30 14:01:36
1200,872,2021-11-30 14:28:40
1200,807,2021-11-30 15:01:39
1200,751,2021-11-30 15:28:40
1200,717,2021-11-30 16:01:39
1200,612,2021-11-30 16:28:40
1200,246,2021-12-01 08:05:40
1200,309,2021-12-01 08:25:46
1200,437,2021-12-01 08:58:41
1200,567,2021-12-01 09:25:44
1200,688,2021-12-01 09:58:41
1200,758,2021-12-01 10:25:43
1200,813,2021-12-01 10:58:45
1200,832,2021-12-01 11:32:41
1200,854,2021-12-01 11:58:45
1200,850,2021-12-01 12:25:45
1200,880,2021-12-01 12:58:47
1200,885,2021-12-01 13:25:45
1200,881,2021-12-01 13:58:48
1200,855,2021-12-01 14:25:46
1200,818,2021-12-01 14:58:46
1200,785,2021-12-01 15:25:42
1200,726,2021-12-01 15:58:47
1200,646,2021-12-01 16:25:44
1200,205,2021-12-02 07:55:49
1200,302,2021-12-02 08:28:48
1200,438,2021-12-02 09:01:49
1200,535,2021-12-02 09:28:50
1200,642,2021-12-02 10:02:52
1200,682,2021-12-02 10:28:53
1200,717,2021-12-02 11:01:53
1200,744,2021-12-02 11:28:49
1200,755,2021-12-02 12:01:51
1200,759,2021-12-02 12:28:52
1200,755,2021-12-02 12:58:51
1200,743,2021-12-02 13:25:52
1200,745,2021-12-02 13:58:53
1200,734,2021-12-02 14:25:50
1200,686,2021-12-02 14:58:50
1200,639,2021-12-02 15:31:52
1200,602,2021-12-02 15:58:52
1200,520,2021-12-02 16:32:54
1200,254,2021-12-05 08:02:03
1200,339,2021-12-05 08:29:08
1200,464,2021-12-05 09:02:08
1200,556,2021-12-05 09:29:08
1200,665,2021-12-05 10:03:04
1200,724,2021-12-05 10:29:08
1200,772,2021-12-05 11:02:06
1200,814,2021-12-05 11:29:09
1200,862,2021-12-05 11:56:10
1200,871,2021-12-05 12:29:10
1200,883,2021-12-05 13:02:08
1200,878,2021-12-05 13:29:09
1200,861,2021-12-05 14:02:11
1200,843,2021-12-05 14:29:08
1200,803,2021-12-05 15:02:10
1200,750,2021-12-05 15:29:11
1200,709,2021-12-05 16:02:11
1200,628,2021-12-05 16:29:05
1200,235,2021-12-06 07:56:10
1200,333,2021-12-06 08:29:11
1200,439,2021-12-06 08:56:10
1200,565,2021-12-06 09:29:14
1200,658,2021-12-06 10:02:12
1200,736,2021-12-06 10:29:11
1200,788,2021-12-06 11:02:16
1200,810,2021-12-06 11:29:14
1200,833,2021-12-06 11:56:16
1200,835,2021-12-06 12:29:11
1200,832,2021-12-06 12:56:16
1200,834,2021-12-06 13:29:16
1200,838,2021-12-06 14:02:16
1200,829,2021-12-06 14:29:14
1200,773,2021-12-06 15:02:17
1200,733,2021-12-06 15:29:17
1200,678,2021-12-06 16:02:16
1200,586,2021-12-06 16:29:16
1200,263,2021-12-07 07:59:16
1200,351,2021-12-07 08:26:20
1200,445,2021-12-07 08:52:21
1200,544,2021-12-07 09:26:22
1200,633,2021-12-07 09:59:20
1200,708,2021-12-07 10:26:21
1200,768,2021-12-07 10:59:20
1200,787,2021-12-07 11:19:22
1200,826,2021-12-07 11:59:20
1200,850,2021-12-07 12:26:21
1200,854,2021-12-07 12:59:22
1200,860,2021-12-07 13:26:23
1200,836,2021-12-07 13:59:22
1200,813,2021-12-07 14:26:23
1200,771,2021-12-07 14:59:22
1200,741,2021-12-07 15:32:22
1200,705,2021-12-07 15:59:23
1200,616,2021-12-07 16:32:23
1200,254,2021-12-08 07:59:25
1200,340,2021-12-08 08:26:27
1200,452,2021-12-08 08:59:24
1200,549,2021-12-08 09:26:27
1200,659,2021-12-08 09:59:28
1200,740,2021-12-08 10:32:22
1200,797,2021-12-08 10:59:25
1200,840,2021-12-08 11:32:28
1200,864,2021-12-08 11:59:28
1200,859,2021-12-08 12:25:24
1200,836,2021-12-08 12:59:24
1200,859,2021-12-08 13:25:28
1200,842,2021-12-08 13:59:28
1200,820,2021-12-08 14:26:29
1200,764,2021-12-08 14:59:29
1200,723,2021-12-08 15:26:23
1200,668,2021-12-08 15:59:27
1200,586,2021-12-08 16:32:27
1200,259,2021-12-09 08:02:30
1200,328,2021-12-09 08:29:28
1200,427,2021-12-09 08:55:33
1200,548,2021-12-09 09:29:31
1200,639,2021-12-09 09:55:30
1200,686,2021-12-09 10:29:29
1200,722,2021-12-09 10:56:33
1200,744,2021-12-09 11:29:33
1200,775,2021-12-09 11:56:32
1200,789,2021-12-09 12:29:31
1200,786,2021-12-09 13:02:32
1200,772,2021-12-09 13:29:31
1200,763,2021-12-09 14:02:34
1200,740,2021-12-09 14:29:33
1200,710,2021-12-09 14:56:31
1200,664,2021-12-09 15:29:34
1200,646,2021-12-09 16:02:32
1200,570,2021-12-09 16:29:30
1200,133,2021-12-10 07:59:34
1200,153,2021-12-10 08:29:33
1200,185,2021-12-10 09:02:35
1200,227,2021-12-10 09:29:38
1200,273,2021-12-10 09:55:38
1200,327,2021-12-10 10:29:38
1200,375,2021-12-10 11:02:39
1200,427,2021-12-10 11:29:39
1200,465,2021-12-10 12:02:38
1200,510,2021-12-10 12:29:40
1200,564,2021-12-10 12:55:40
1200,600,2021-12-10 13:29:39
1200,631,2021-12-10 13:56:35
1200,647,2021-12-10 14:22:38
1200,668,2021-12-10 14:59:36
1200,662,2021-12-10 15:25:39
1200,668,2021-12-10 15:59:39
1200,632,2021-12-10 16:25:40
1200,135,2021-12-11 08:02:39
1200,135,2021-12-11 08:02:39
1200,142,2021-12-11 08:59:45
1200,170,2021-12-11 09:26:44
1200,202,2021-12-11 09:59:44
1200,214,2021-12-11 10:25:42
1200,241,2021-12-11 10:59:45
1200,309,2021-12-11 11:26:10
1200,405,2021-12-11 11:59:45
1200,482,2021-12-11 12:32:41
1200,553,2021-12-11 13:05:46
1200,581,2021-12-11 13:26:45
1200,624,2021-12-11 13:59:44
1200,675,2021-12-11 14:32:44
1200,675,2021-12-11 14:59:43
1200,643,2021-12-11 15:25:45
1200,571,2021-12-11 15:59:46
1200,505,2021-12-11 16:25:46
1200,239,2021-12-12 08:02:45
1200,335,2021-12-12 08:29:50
1200,445,2021-12-12 09:02:45
1200,549,2021-12-12 09:29:48
1200,648,2021-12-12 10:02:49
1200,691,2021-12-12 10:29:50
1200,736,2021-12-12 11:02:50
1200,773,2021-12-12 11:29:51
1200,818,2021-12-12 11:55:49
1200,833,2021-12-12 12:29:50
1200,860,2021-12-12 12:56:46
1200,849,2021-12-12 13:29:50
1200,851,2021-12-12 14:02:50
1200,821,2021-12-12 14:29:49
1200,782,2021-12-12 14:55:51
1200,730,2021-12-12 15:29:47
1200,661,2021-12-12 15:56:51
1200,568,2021-12-12 16:29:51
1200,251,2021-12-13 08:02:51
1200,349,2021-12-13 08:29:53
1200,487,2021-12-13 09:02:55
1200,580,2021-12-13 09:29:54
1200,694,2021-12-13 09:55:56
1200,756,2021-12-13 10:29:54
1200,810,2021-12-13 11:02:54
1200,842,2021-12-13 11:29:55
1200,881,2021-12-13 12:02:55
1200,883,2021-12-13 12:29:55
1200,890,2021-12-13 13:02:55
1200,872,2021-12-13 13:55:56
1200,829,2021-12-13 14:29:57
1200,807,2021-12-13 14:56:52
1200,762,2021-12-13 15:28:52
1200,701,2021-12-13 16:02:56
1200,639,2021-12-13 16:29:56
1200,267,2021-12-14 08:03:01
1200,400,2021-12-14 08:43:00
1200,481,2021-12-14 09:03:01
1200,580,2021-12-14 09:29:57
1200,702,2021-12-14 10:02:59
1200,770,2021-12-14 10:30:01
1200,835,2021-12-14 11:30:01
1200,855,2021-12-14 12:02:58
1200,861,2021-12-14 12:30:00
1200,855,2021-12-14 13:03:02
1200,850,2021-12-14 13:29:57
1200,855,2021-12-14 14:03:00
1200,846,2021-12-14 14:30:01
1200,814,2021-12-14 14:56:03
1200,768,2021-12-14 15:30:00
1200,748,2021-12-14 15:56:02
1200,683,2021-12-14 16:30:00
1200,225,2021-12-15 07:49:01
1200,360,2021-12-15 08:30:06
1200,479,2021-12-15 09:03:06
1200,603,2021-12-15 09:30:04
1200,690,2021-12-15 09:57:02
1200,750,2021-12-15 10:30:07
1200,789,2021-12-15 11:03:05
1200,791,2021-12-15 11:09:07
1200,811,2021-12-15 12:00:02
1200,827,2021-12-15 12:26:03
1200,845,2021-12-15 13:00:07
1200,842,2021-12-15 13:26:08
1200,846,2021-12-15 14:00:06
1200,823,2021-12-15 14:26:06
1200,796,2021-12-15 15:00:07
1200,778,2021-12-15 15:26:03
1200,710,2021-12-15 16:03:03
1200,663,2021-12-15 16:30:07
1200,237,2021-12-16 07:59:09
1200,351,2021-12-16 08:30:12
1200,450,2021-12-16 09:03:07
1200,539,2021-12-16 09:30:12
1200,638,2021-12-16 10:03:09
1200,684,2021-12-16 10:29:08
1200,727,2021-12-16 11:03:08
1200,753,2021-12-16 11:30:10
1200,758,2021-12-16 11:56:10
1200,776,2021-12-16 12:30:11
1200,745,2021-12-16 12:56:12
1200,762,2021-12-16 13:30:12
1200,748,2021-12-16 13:56:11
1200,718,2021-12-16 14:30:10
1200,695,2021-12-16 14:56:11
1200,662,2021-12-16 15:30:10
1200,640,2021-12-16 16:03:11
1200,588,2021-12-16 16:30:12
1200,158,2021-12-17 07:59:15
1200,164,2021-12-17 08:19:15
1200,206,2021-12-17 09:00:13
1200,244,2021-12-17 09:26:17
1200,309,2021-12-17 09:59:17
1200,363,2021-12-17 10:33:17
1200,406,2021-12-17 11:00:17
1200,429,2021-12-17 11:33:16
1200,480,2021-12-17 12:00:17
1200,517,2021-12-17 12:26:17
1200,553,2021-12-17 13:00:18
1200,561,2021-12-17 13:27:17
1200,611,2021-12-17 14:00:17
1200,634,2021-12-17 14:30:19
1200,679,2021-12-17 15:03:18
1200,680,2021-12-17 15:30:19
1200,668,2021-12-17 15:57:15
1200,639,2021-12-17 16:30:16
1200,153,2021-12-18 08:03:24
1200,155,2021-12-18 08:30:20
1200,156,2021-12-18 08:36:20
1200,204,2021-12-18 09:30:21
1200,229,2021-12-18 09:56:24
1200,250,2021-12-18 10:30:23
1200,262,2021-12-18 11:03:25
1200,328,2021-12-18 11:30:22
1200,378,2021-12-18 12:03:23
1200,454,2021-12-18 12:30:25
1200,489,2021-12-18 12:56:26
1200,527,2021-12-18 13:30:26
1200,557,2021-12-18 14:03:26
1200,572,2021-12-18 14:30:27
1200,596,2021-12-18 14:56:25
1200,545,2021-12-18 15:30:24
1200,493,2021-12-18 16:03:27
1200,429,2021-12-18 16:30:25
1200,291,2021-12-19 08:03:29
1200,383,2021-12-19 08:30:28
1200,513,2021-12-19 09:03:33
1200,569,2021-12-19 09:30:30
1200,641,2021-12-19 09:56:32
1200,687,2021-12-19 10:30:33
1200,731,2021-12-19 11:03:31
1200,786,2021-12-19 11:30:30
1200,832,2021-12-19 12:03:32
1200,860,2021-12-19 12:30:32
1200,877,2021-12-19 13:03:30
1200,882,2021-12-19 13:30:35
1200,890,2021-12-19 14:03:31
1200,892,2021-12-19 14:30:33
1200,875,2021-12-19 15:03:34
1200,849,2021-12-19 15:29:33
1200,794,2021-12-19 16:03:35
1200,718,2021-12-19 16:30:35
